id,win_team
0,0.6691994566673723
1,0.9173190015747406
2,0.585736326670896
3,0.5376110921414617
4,0.32137454270868676
5,0.6690846765998992
6,0.19837295061098265
7,0.4435088508317608
8,0.8766255759153546
9,0.31051185352821997
10,0.4736357743618398
11,0.6685422304869764
12,0.8116657947155697
13,0.5034787064504507
14,0.6047221836863883
15,0.6625853251382922
16,0.8370968690233752
17,0.7362108019411916
18,0.6020867789601614
19,0.9216217126943024
20,0.6420911438010213
21,0.29331743313206
22,0.3055138951031036
23,0.5634477965200122
24,0.616444576709464
25,0.6145573684510771
26,0.9063480172798453
27,0.6910010538583873
28,0.39048009005778866
29,0.6149827889257009
30,0.4406434596730038
31,0.6934020764949779
32,0.706615617854955
33,0.37052985201793665
34,0.9141888367327715
35,0.6338794599452843
36,0.6262797614741528
37,0.5674447335957494
38,0.6625853251382922
39,0.33969819450116695
40,0.3273963679761425
41,0.8136102442873712
42,0.5948235290694067
43,0.8611422665592892
44,0.6485904952626284
45,0.6675068073802574
46,0.6996041455820967
47,0.8903804837702649
48,0.4435088508317608
49,0.5948235290694067
50,0.48858617491436646
51,0.4435088508317608
52,0.6633424058206472
53,0.34004446329635785
54,0.2939949743904444
55,0.6020867789601614
56,0.674239709962644
57,0.5044225720339143
58,0.6262797614741528
59,0.7109127464859187
60,0.5787417061442013
61,0.6381697766575725
62,0.19090789885811957
63,0.39780125872888783
64,0.47721343335320876
65,0.6825881893455367
66,0.28701823764844575
67,0.6419860227927069
68,0.6569561051667214
69,0.19329244628178127
70,0.7382110154752975
71,0.57190420483047
72,0.6145573684510771
73,0.9138940774485423
74,0.27030757855211385
75,0.7420014825004724
76,0.4347037842604088
77,0.5934252111379366
78,0.5948235290694067
79,0.6145573684510771
80,0.5228003709347718
81,0.6497569777099819
82,0.9103294314099329
83,0.8388967108576114
84,0.9203227071000691
85,0.6145573684510771
86,0.9035188996800017
87,0.5674447335957494
88,0.6032603959026253
89,0.9216217126943024
90,0.6145573684510771
91,0.8809490580663584
92,0.5595596028675474
93,0.6262797614741528
94,0.28701823764844575
95,0.8849114603548589
96,0.6145573684510771
97,0.9168870305907901
98,0.9216217126943024
99,0.6748286766389431
100,0.7565043209387762
101,0.7792623727957781
102,0.9041410777996196
103,0.6108430842350152
104,0.7175344967687419
105,0.8889339015972915
106,0.6787813108454965
107,0.6020867789601614
108,0.6840730153874156
109,0.5256260392514516
110,0.616444576709464
111,0.45984312036060154
112,0.929705096748551
113,0.6707310461370319
114,0.9086750510157969
115,0.8017382340816477
116,0.6145573684510771
117,0.23028661178489035
118,0.5787417061442013
119,0.4736357743618398
120,0.8651078383916941
121,0.2996645400680122
122,0.6262797614741528
123,0.2779110947913029
124,0.6221570669222086
125,0.8033553094543443
126,0.29185333713080575
127,0.9208729935719759
128,0.6641728534170928
129,0.616444576709464
130,0.6784137377074615
131,0.5812545186114169
132,0.6108430842350152
133,0.7400012689663663
134,0.674239709962644
135,0.6145573684510771
136,0.6699071943969779
137,0.3091786584727091
138,0.28701823764844575
139,0.5812545186114169
140,0.6934020764949779
